DadoBranco|DadoVerde|DadoAzul|DadoVermelho|Possivel|Nomenclatura
2|in e fechada |-COO- (Ácido Carboxílico/Éster)|Metil|Não |Não definido
2|in e fechada |N (Amina/Amida)|Metil|Não |Não definido
3|an e aberta|CxHy (Hidrocarboneto)|Metil|Sim |Metil propano
3|an e aberta|C=O (Aldeído/Cetona)|Metil|Sim |2-metilpropanal
3|an e aberta|-OH (Álcool/Enol/Fenol)|Metil|Sim |2-metilpropan-1-ol/2-metilpropan-2-ol
3|an e aberta|-O- (Éter)|Metil|Sim |Metoxi 1-metiletano
3|an e aberta|-COO- (Ácido Carboxílico/Éster)|Metil|Sim |Ácido 2 metilpropanoico/Metanoato de Etila/ Etanoato de MetilaE
3|an e aberta|N (Amina/Amida)|Metil|Sim |2-metilpropan-1-amina/ 2-metilpropan-2-amina
3|an e fechada |CxHy (Hidrocarboneto)|Metil|Sim |Metilciclopropano
3|an e fechada |C=O (Aldeído/Cetona)|Metil|Sim |Metilciclopropanona
3|an e fechada |-OH (Álcool/Enol/Fenol)|Metil|Sim |Metilciclopropanol
3|an e fechada |-O- (Éter)|Metil|Sim |Não definido
3|an e fechada |-COO- (Ácido Carboxílico/Éster)|Metil|Sim |Ácido 2-metilciclopropanoico
3|an e fechada |N (Amina/Amida)|Metil|Sim |2-metilciclopropanamina
3|en e aberta|CxHy (Hidrocarboneto)|Metil|Sim |2-metilpropeno
3|en e aberta|C=O (Aldeído/Cetona)|Metil|Sim |2-metilpropenal/3-metil
3|en e aberta|-OH (Álcool/Enol/Fenol)|Metil|Sim |2-metilprop-2-en-1-ol/2-Metilprop-1-en-2-ol
3|en e aberta|-O- (Éter)|Metil|Não |Não definido
3|en e aberta|-COO- (Ácido Carboxílico/Éster)|Metil|Sim |Ácido 2-metilprop-2-enoico
3|en e aberta|N (Amina/Amida)|Metil|Sim |2-metilprop-2-enamina
3|en e fechada |CxHy (Hidrocarboneto)|Metil|Sim |2-metilciclopropeno
3|en e fechada |C=O (Aldeído/Cetona)|Metil|Não |Não definido
3|en e fechada |-OH (Álcool/Enol/Fenol)|Metil|Sim |2-metilciclopropen-1-ol/2-metilciclopropen-2-ol/2-metilciclopropen-3-ol
3|en e fechada |-O- (Éter)|Metil|Não |Não definido
3|en e fechada |-COO- (Ácido Carboxílico/Éster)|Metil|Não |Não definido
3|en e fechada |N (Amina/Amida)|Metil|Não |Não definido
3|in e aberta|CxHy (Hidrocarboneto)|Metil|Não |Não definido
3|in e aberta|C=O (Aldeído/Cetona)|Metil|Não |Não definido
3|in e aberta|-OH (Álcool/Enol/Fenol)|Metil|Não |Não definido
3|in e aberta|-O- (Éter)|Metil|Não |Não definido
3|in e aberta|-COO- (Ácido Carboxílico/Éster)|Metil|Não |Não definido
3|in e aberta|N (Amina/Amida)|Metil|Não |Não definido
3|in e fechada |CxHy (Hidrocarboneto)|Metil|Não |Não definido
3|in e fechada |C=O (Aldeído/Cetona)|Metil|Não |Não definido
3|in e fechada |-OH (Álcool/Enol/Fenol)|Metil|Não |Não definido
3|in e fechada |-O- (Éter)|Metil|Não |Não definido
3|in e fechada |-COO- (Ácido Carboxílico/Éster)|Metil|Não |Não definido
3|in e fechada |N (Amina/Amida)|Metil|Não |Não definido
4|an e aberta|CxHy (Hidrocarboneto)|Metil|Sim |2-metilbutano
4|an e aberta|C=O (Aldeído/Cetona)|Metil|Sim |3-metilbutan-2-ona/2-metilbutanal/3-metilbutanal
4|an e aberta|-OH (Álcool/Enol/Fenol)|Metil|Sim |3-metilbutan-2-ol/2-metilbutan-1-ol
4|an e aberta|-O- (Éter)|Metil|Sim |Etoxi 1-metiletano/Metoxi 2-metilpropano/Metoxi 1-metilpropano
4|an e aberta|-COO- (Ácido Carboxílico/Éster)|Metil|Sim |Ácido 2-metilbutanoico/Ácido 3-metilbutanoico/Etanoato de 1-metiletila/2-metilpropanoato de metila
4|an e aberta|N (Amina/Amida)|Metil|Sim |2-metilbutan-1-amina/2-metilbutan-2-amina/3-metilbutan-1-amina/3-metilbutanamida
4|an e fechada |CxHy (Hidrocarboneto)|Metil|Sim |Metilciclobutano
4|an e fechada |C=O (Aldeído/Cetona)|Metil|Sim |Metilciclobutanona
4|an e fechada |-OH (Álcool/Enol/Fenol)|Metil|Sim |2-metilciclobutanol/3-metilciclobutanol
4|an e fechada |-O- (Éter)|Metil|Sim |2-Metiltetrahidrofurano/3-Metiltetrahidrofurano
4|an e fechada |-COO- (Ácido Carboxílico/Éster)|Metil|Sim |Ácido 2-Metilciclobutanocarboxílico/Metilciclobutanocarboxilato.
4|an e fechada |N (Amina/Amida)|Metil|Sim |2-metilciclobutanamina/2-metilciclobutanamida
4|en e aberta|CxHy (Hidrocarboneto)|Metil|Sim |2-metilbut-1-eno/2-metilbut-2-eno/3-metilbut-1-eno
4|en e aberta|C=O (Aldeído/Cetona)|Metil|Sim |2-metilbut-1-en-3-ona/2-metilbut-2-enal/3-metilbut-2-enal
4|en e aberta|-OH (Álcool/Enol/Fenol)|Metil|Sim |3-metilbut-2-en-2-ol/ 2-metilbut-3-en-2-ol/3-metilbut-1-en-3-ol
4|en e aberta|-O- (Éter)|Metil|Sim |metoxi 2-metilprop-2-eno/metoxi-1-metilprop-2-eno
4|en e aberta|-COO- (Ácido Carboxílico/Éster)|Metil|Sim |Ácido 2-metilbut-2-enoico/Ácido 3-metilbut-2-enoico/2-metilprop-2-enato de metila
4|en e aberta|N (Amina/Amida)|Metil|Sim |2-metilbut-2-en-1-amina/2-metilbut-2-en-1-amina/2-metilbut-2-en-1-amida
4|en e fechada |CxHy (Hidrocarboneto)|Metil|Sim |3-metilciclobuteno/2-metilciclobuteno
4|en e fechada |C=O (Aldeído/Cetona)|Metil|Sim |4-metilciclobut-2-enona
4|en e fechada |-OH (Álcool/Enol/Fenol)|Metil|Sim |1-metilciclobut-2-en-1-ol/4-metilciclobut-2-en-1-ol
4|en e fechada |-O- (Éter)|Metil|Sim |1,4-epoxipent-2-eno
4|en e fechada |-COO- (Ácido Carboxílico/Éster)|Metil|Sim |2-metilciclobutanoato de metila
4|en e fechada |N (Amina/Amida)|Metil|Sim |N-metilciclobut-2-enamina/
4|in e aberta|CxHy (Hidrocarboneto)|Metil|Sim |3-metilbut-1-ino
4|in e aberta|C=O (Aldeído/Cetona)|Metil|Não |Não definido
4|in e aberta|-OH (Álcool/Enol/Fenol)|Metil|Não |Não definido
4|in e aberta|-O- (Éter)|Metil|Não |Não definido
4|in e aberta|-COO- (Ácido Carboxílico/Éster)|Metil|Não |Não definido
4|in e aberta|N (Amina/Amida)|Metil|Não |Não definido
4|in e fechada |CxHy (Hidrocarboneto)|Metil|Não |Não definido
4|in e fechada |C=O (Aldeído/Cetona)|Metil|Não |Não definido
4|in e fechada |-OH (Álcool/Enol/Fenol)|Metil|Não |Não definido
4|in e fechada |-O- (Éter)|Metil|Não |Não definido
4|in e fechada |-COO- (Ácido Carboxílico/Éster)|Metil|Não |Não definido
4|in e fechada |N (Amina/Amida)|Metil|Não |Não definido
5|an e aberta|CxHy (Hidrocarboneto)|Metil|Sim |2-metilpentano/3-metilpentano
5|an e aberta|C=O (Aldeído/Cetona)|Metil|Sim |2-metilpentanal/3-metilpentanal/2-metilpentan-3-ona/3-metilpentan-2-ona
5|an e aberta|-OH (Álcool/Enol/Fenol)|Metil|Sim |Etoxi 1-metilpropano/ Metoxi 2-metilbutano
5|an e aberta|-O- (Éter)|Metil|Sim |2-metilpentan-1-ol/3-metilpentan-2-ol/2-metilpentan-2-ol/3-metilpentan-3-ol
5|an e aberta|-COO- (Ácido Carboxílico/Éster)|Metil|Sim |Ácido 2-metilpentanoico/ Ácido 3-metilpentanoico/ 2-metilpropanoato de etila
5|an e aberta|N (Amina/Amida)|Metil|Sim |1-metilpentan-2-amina/2-metilpentan-2-amina/N-metilpentanamida
5|an e fechada |CxHy (Hidrocarboneto)|Metil|Sim |Metilciclopentano
5|an e fechada |C=O (Aldeído/Cetona)|Metil|Sim |2-metilciclopentanona/3metilciclopentanona
5|an e fechada |-OH (Álcool/Enol/Fenol)|Metil|Sim |1-oxa-3-metilciclopentano
5|an e fechada |-O- (Éter)|Metil|Sim |2-metilciclopentanol/1-metilciclopentanol/3-metilciclopentanol
5|an e fechada |-COO- (Ácido Carboxílico/Éster)|Metil|Sim |Ácido metilciclopentaoico/
5|an e fechada |N (Amina/Amida)|Metil|Sim |3-metilpentan1-amina/2-metilpentan-1-amina/3-metilpentan1-amina/3-metilpenan-1-amida
5|en e aberta|CxHy (Hidrocarboneto)|Metil|Sim |2-metilpent-1-eno/3-metilpent-1-eno/4-metilpent-1-eno/2-metilpent-2-eno/3-metilpent-2-eno
5|en e aberta|C=O (Aldeído/Cetona)|Metil|Sim |3-metilpent-2-enal./4-metilpent-2-enona2-metilpent-1-enal
5|en e aberta|-OH (Álcool/Enol/Fenol)|Metil|Sim |Etoxi 1-metilprop-1-eno/Etoxi 1-metilprop-2-eno
5|en e aberta|-O- (Éter)|Metil|Sim |3-metilpent-2-en-1-ol/3-metilpent-2-en-2-ol
5|en e aberta|-COO- (Ácido Carboxílico/Éster)|Metil|Sim |Ácido 4-metilpent-4-enoico/Ácido 2-metilpent-2-enoico/ 2-metilpro-2-enoato de etila
5|en e aberta|N (Amina/Amida)|Metil|Sim |3-metilpent-2-en-1-amina/2-metilpent-2-en-1-amina/3-metilpent-1-en-1-amina/3-metilpent-2-en-1-amida
5|en e fechada |CxHy (Hidrocarboneto)|Metil|Sim |1-metilciclopenteno/2-metilciclopenteno/3-metilciclopenteno
5|en e fechada |C=O (Aldeído/Cetona)|Metil|Sim |3-metilciclobut-2-enona
5|en e fechada |-OH (Álcool/Enol/Fenol)|Metil|Sim |1,5-epoxihex-2-eno
5|en e fechada |-O- (Éter)|Metil|Sim |2-metilciclopent-1-en-1-ol/2-metilciclopent-2-en-1-ol/3-metilciclopent-1-en-1-ol/
5|en e fechada |-COO- (Ácido Carboxílico/Éster)|Metil|Sim |Ácido 2-metilciclopent-2-enoico
5|en e fechada |N (Amina/Amida)|Metil|Sim |3-metilciclopent-2-en-1-amina/3-metilciclopent-2-en-1-amida
5|in e aberta|CxHy (Hidrocarboneto)|Metil|Sim |3-metilpent-1-ino/4-metilpent-1-ino/4-metilpent-2-ino
5|in e aberta|C=O (Aldeído/Cetona)|Metil|Não |Não definido
5|in e aberta|-OH (Álcool/Enol/Fenol)|Metil|Não |Não definido
5|in e aberta|-O- (Éter)|Metil|Não |Não definido
5|in e aberta|-COO- (Ácido Carboxílico/Éster)|Metil|Não |Não definido
5|in e aberta|N (Amina/Amida)|Metil|Não |Não definido
5|in e fechada |CxHy (Hidrocarboneto)|Metil|Não |Não definido
5|in e fechada |C=O (Aldeído/Cetona)|Metil|Não |Não definido
5|in e fechada |-OH (Álcool/Enol/Fenol)|Metil|Não |Não definido
5|in e fechada |-O- (Éter)|Metil|Não |Não definido
5|in e fechada |-COO- (Ácido Carboxílico/Éster)|Metil|Não |Não definido
5|in e fechada |N (Amina/Amida)|Metil|Não |Não definido
6|an e aberta|CxHy (Hidrocarboneto)|Metil|Sim |2-metil-hexano/3-metil-hexano
6|an e aberta|C=O (Aldeído/Cetona)|Metil|Sim |3-metil-hexan-2-ona/4-metil-hexan-2-ona/3-metil-hexanal/2-metilhexanal
6|an e aberta|-OH (Álcool/Enol/Fenol)|Metil|Sim |Etoxi 2-metilbutano/ Etoxi 1-metilbutano/ Etoxi 3-metilbutano
6|an e aberta|-O- (Éter)|Metil|Sim |2-metil-hexan-1-ol/3-metil-hexan-1-ol/4-metil-hexan-2-ol/2-metil-hexan-1-ol/2-metil-hexan-3-ol
6|an e aberta|-COO- (Ácido Carboxílico/Éster)|Metil|Sim |Ácido 2-metilpentanoico/ácido 3-metilpentanoico/3-metilbutanoato de etila/2-metilpropanoato de propila
6|an e aberta|N (Amina/Amida)|Metil|Sim |3-metil-hexan-1-amina/4-metil-hexan-2-amina/3-metil-hexan-1-amida/
6|an e fechada |CxHy (Hidrocarboneto)|Metil|Sim |Metilciclohexano
6|an e fechada |C=O (Aldeído/Cetona)|Metil|Sim |2-metilciclohexanona/3-metilciclohexanona/4-metilciclohexanona/
6|an e fechada |-OH (Álcool/Enol/Fenol)|Metil|Sim |1,6-epoxiheptano
6|an e fechada |-O- (Éter)|Metil|Sim |1-meticiclohexan-1-ol/2-meticiclohexan-1-ol/3-meticiclohexan-1-ol/
6|an e fechada |-COO- (Ácido Carboxílico/Éster)|Metil|Sim |Ácido 3-metilciclohexanoico
6|an e fechada |N (Amina/Amida)|Metil|Sim |2-metilciclohexilamina/2-metilciclohexanocarboxamida
6|en e aberta|CxHy (Hidrocarboneto)|Metil|Sim |2-metil-hexan-1-eno/4-metil-hex-1-eno/3-metil-hex-1-eno/3-metil-hex-2-eno
6|en e aberta|C=O (Aldeído/Cetona)|Metil|Sim |2-metil-hex-2-enal/2-metil-hex-3-enal/2-metil-hex-4-enal/3-metil-hex-3-en-2-ona/5-metil-hex-2-en-4-ona
6|en e aberta|-OH (Álcool/Enol/Fenol)|Metil|Sim |Etoxi 2-metilbut-1-eno/Etoxi 2-metilbut-2-eno/Etoxi 2-metilbut-3-eno
6|en e aberta|-O- (Éter)|Metil|Sim |3-metil-hex-2-en-2-ol/2-metil-hex-2-en-2-ol/3-metil-hex-1-en-2-ol/2-metil-hex-3-en-2-ol/2-metil-pent-3-en-2-ol
6|en e aberta|-COO- (Ácido Carboxílico/Éster)|Metil|Sim |Ácido 2-metilpent-2-enoico/ácido 3-metilpent-2-enoico/Ácido 4-metilpent-2-enoico/2-metilprop-2-enoato de etila
6|en e aberta|N (Amina/Amida)|Metil|Sim |2-metil-hex-2-en-1-amina/3-metil-hex-3-en-1-amina/2-metil-hex-1-en-3-amina/2-metil-hex-2-en-1-amida/3-metil-hex-3-en-1-amida
6|en e fechada |CxHy (Hidrocarboneto)|Metil|Sim |2-metilciclohex-1-eno/3-metilciclohex-1-eno/3-metilciclohex-1-eno
6|en e fechada |C=O (Aldeído/Cetona)|Metil|Sim |2-metilciclohex-2-en-1-ona/3-metilciclohex-2-en-1-ona/4-metilciclohex-2-en-1-ona
6|en e fechada |-OH (Álcool/Enol/Fenol)|Metil|Sim |1,6-epoxihept-2-eno
6|en e fechada |-O- (Éter)|Metil|Sim |3-metilciclohex-1-en-1-ol/4-metilciclohex-1-en-1-ol/3-metilciclohex-1-en-1-ol
6|en e fechada |-COO- (Ácido Carboxílico/Éster)|Metil|Sim |Ácido 2-metilciclohex-2-en-1-oico/ Ácido 3-metilciclohex-2-en-1-oico
6|en e fechada |N (Amina/Amida)|Metil|Sim |2-metilciclohex-2-en-1-amina/3-metilciclohex-2-en-1-amina/ 4-metilciclohex-2-en-1-amina/2-metilciclohex-2-en-1-carboxamid
6|in e aberta|CxHy (Hidrocarboneto)|Metil|Sim |3-metil-hex-1-ino/4-metil-hex-2-ino/5-metil-hex-2-ino/5-metil-hex-1-ino
6|in e aberta|C=O (Aldeído/Cetona)|Metil|Não |Não definido
6|in e aberta|-OH (Álcool/Enol/Fenol)|Metil|Não |Não definido
6|in e aberta|-O- (Éter)|Metil|Não |Não definido
6|in e aberta|-COO- (Ácido Carboxílico/Éster)|Metil|Não |Não definido
6|in e aberta|N (Amina/Amida)|Metil|Não |Não definido
6|in e fechada |CxHy (Hidrocarboneto)|Metil|Não |Não definido
6|in e fechada |C=O (Aldeído/Cetona)|Metil|Não |Não definido
6|in e fechada |-OH (Álcool/Enol/Fenol)|Metil|Não |Não definido
6|in e fechada |-O- (Éter)|Metil|Não |Não definido
6|in e fechada |-COO- (Ácido Carboxílico/Éster)|Metil|Não |Não definido
6|in e fechada |N (Amina/Amida)|Metil|Não |Não definido
7|an e aberta|CxHy (Hidrocarboneto)|Metil|Sim |2-metilheptano/3-metilheptano/4-metilheptano
7|an e aberta|C=O (Aldeído/Cetona)|Metil|Sim |2-metilheptanal/3-metilheptanal/4-metilheptanal/2-metilheptan-ona/3-metilheptan-2-ona/4-metilheptan-2-ona
7|an e aberta|-OH (Álcool/Enol/Fenol)|Metil|Sim |Propoxi 1-metilbutano/Propoxi 2-metilbutano/etopoxi 1-metilpentano/Metoxi 2-metil-hexano ..
7|an e aberta|-O- (Éter)|Metil|Sim |2-metilheptan-1-ol/3-metilheptan-2-ol/4-metilheptan-1-ol/5-metil-heptan-2-ol
7|an e aberta|-COO- (Ácido Carboxílico/Éster)|Metil|Sim |Ácido 2-metilheptanoico/Ácido 3-metil-heptanoico/Ácido 4-metil-heptnoico/2-metilbutanoato de propila/3-metil-hexanoato de metila
7|an e aberta|N (Amina/Amida)|Metil|Sim |2-metil-heptan-1-amina/3-metil-heptan-2-amina/2-metil-heptn-1-amida/3-metil-heptan-2-amida
7|an e fechada |CxHy (Hidrocarboneto)|Metil|Sim |Metilcicloheptano
7|an e fechada |C=O (Aldeído/Cetona)|Metil|Sim |2-Metilcicloheptanona/3-metilcicloheptanona/4-metilciclohetanona
7|an e fechada |-OH (Álcool/Enol/Fenol)|Metil|Sim |1,7-epoxiheptano
7|an e fechada |-O- (Éter)|Metil|Sim |2-metilcicloheptan-1-ol/1-metilcicloheptan-1-ol/3-metilcicloheptan-1-ol/4-metilcicloheptan-1-ol
7|an e fechada |-COO- (Ácido Carboxílico/Éster)|Metil|Sim |Ácido 2-metilcicloheptanoico
7|an e fechada |N (Amina/Amida)|Metil|Sim |2-metilCicloheptanamina/3-metilcicloheptanamida
7|en e aberta|CxHy (Hidrocarboneto)|Metil|Sim |2-metilhept-2-eno/3-metilhept-2-eno/4-metilhept-2-eno/2-metilhept-1-eno/2-metilhept-3-eno ...
7|en e aberta|C=O (Aldeído/Cetona)|Metil|Sim |2-metilhept-2-al/3-metilhept-3-enal/4-metilhept-2-enal/3-metilhept-3-ona/3-metilhept4-en-2-ona/4-metilheptan-3-ona ...
7|en e aberta|-OH (Álcool/Enol/Fenol)|Metil|Sim |Etoxi 3-metilpent-2-eno/Etoxi 2-metilpent-3-eno
7|en e aberta|-O- (Éter)|Metil|Sim |2-metilhept-2-en-1-ol/3-metilhept-2-en-1-ol/4-metilhept-2-en-1-ol/2-metilhept-1-en-3-ol/2-metilhept-3-en-1-ol ...
7|en e aberta|-COO- (Ácido Carboxílico/Éster)|Metil|Sim |Ácido 2-metilhept-3-enoico/Ácido 3-metil-hept-4-enoico/Ácido 4-metil-hept-2-enoico/2-metilbut-3-enoato de propila ...
7|en e aberta|N (Amina/Amida)|Metil|Sim |4-metil-hept-2-en-1-amina/5-metil-hept-2-en-2-amina/2-metil-hept-3-en-1-amida/3-metil-hept-4-en-1-amida
7|en e fechada |CxHy (Hidrocarboneto)|Metil|Sim |2-metilciclohepteno/3-metilciclohepteno/4-metilciclohepteno
7|en e fechada |C=O (Aldeído/Cetona)|Metil|Sim |2-metilcicloheptenona/3-metilcicloheptenona/4-metilcicloheptenona
7|en e fechada |-OH (Álcool/Enol/Fenol)|Metil|Não |Não definido
7|en e fechada |-O- (Éter)|Metil|Sim |2-metilcicloheptenol/3-metilcicloheptenol/4-metilcicloheptenol
7|en e fechada |-COO- (Ácido Carboxílico/Éster)|Metil|Sim |Ácido 2-metilcicloheptenoico/Ácido 3-metilcicloheptenoico/Ácido 4-metilcicloheptenoico
7|en e fechada |N (Amina/Amida)|Metil|Sim |N-metilciclohepten-1-amina/2-metil-N-cicloheptilamina/3-metil-N-cicloheptilamina/4-metil-N-cicloheptilamina
7|in e aberta|CxHy (Hidrocarboneto)|Metil|Sim |3-metil-hept-1-ino/4-metil-hept-1-ino/5-metil-hept-1-ino/6-metil-hept-1-ino/5-metil-hept-2-ino/6-metil-hept-3-ino
7|in e aberta|C=O (Aldeído/Cetona)|Metil|Sim |5-metil-hept-1-in-4-ona/4-metil-hept-1-in-5-ona/5-metil-hept-1-in-6-ona/2-metil-hept-6-in-1-al
7|in e aberta|-OH (Álcool/Enol/Fenol)|Metil|Sim |Metoxi 3-metil-hex-5-ino
7|in e aberta|-O- (Éter)|Metil|Sim |3-metil-hept-1-in-4-ol/4-metil-hept-1-in-3-ol/5-metil-hept-1-in-3-ol/6-metil-hept-1-in4-ol
7|in e aberta|-COO- (Ácido Carboxílico/Éster)|Metil|Não |Não definido
7|in e aberta|N (Amina/Amida)|Metil|Sim |5-metil-2-amino-hept-6-ino
7|in e fechada |CxHy (Hidrocarboneto)|Metil|Sim |2-metilcicloheptino/3-metilcicloheptino/4-metilciclohept-1-ino
7|in e fechada |C=O (Aldeído/Cetona)|Metil|Não |Não definido
7|in e fechada |-OH (Álcool/Enol/Fenol)|Metil|Não |Não definido
7|in e fechada |-O- (Éter)|Metil|Não |Não definido
7|in e fechada |-COO- (Ácido Carboxílico/Éster)|Metil|Não |Não definido
7|in e fechada |N (Amina/Amida)|Metil|Não |Não definido
8|an e aberta|CxHy (Hidrocarboneto)|Metil|Sim |2-metiloctano/3-metiloctano/4-metiloctano/
8|an e aberta|C=O (Aldeído/Cetona)|Metil|Sim |2-metiloctanal//3-metiloctanal/4-metiloctanal/2-metiloctan-3-ona/3-metiloctan-2-ona/4-metiloctan-2-ona..
8|an e aberta|-OH (Álcool/Enol/Fenol)|Metil|Sim |Etoxi 2-metil-hexano/Metoxi 2-metil-heptano/Propoxi 3-metilpentano
8|an e aberta|-O- (Éter)|Metil|Sim |2-metiloctan-1-ol/3-metiloctan-2-ol/4-metiloctan-3-ol/2-metiloctan-3-ol/3-metiloctan-3-ol/4-metiloctan-2-ol...
8|an e aberta|-COO- (Ácido Carboxílico/Éster)|Metil|Sim |Ácido 2-metiloctanoico/ Ácido 4-metiloctanoico/Etanoato de 2-metil-hexila/Propanoato de 4-metilpentila
8|an e aberta|N (Amina/Amida)|Metil|Sim |2-Metil-octanamina/4-Metil-octanamina/N,2-Dimetil-octanamina/4-Metil-octanamida/N-Metil-octanamida
8|an e fechada |CxHy (Hidrocarboneto)|Metil|Sim |Metilciclo-octano
8|an e fechada |C=O (Aldeído/Cetona)|Metil|Sim |2-metilciclo-octanona/3-metilciclo-octanona/4-metilciclo-octanona
8|an e fechada |-OH (Álcool/Enol/Fenol)|Metil|Não |Não definido
8|an e fechada |-O- (Éter)|Metil|Sim |1-Metilciclo-octan-1-ol/2-Metilciclo-octan-1-ol/4-Metilciclo-octan-1-ol/3-Metilciclo-octan-1-ol
8|an e fechada |-COO- (Ácido Carboxílico/Éster)|Metil|Sim |Ácido 2-metilciclooctanoico
8|an e fechada |N (Amina/Amida)|Metil|Sim |2-metilciclooctanamina/3-metilciclooctanamina,4-metilciclooctanamina/3-metilciclooctanamida/4-metilciclooctanamida/
8|en e aberta|CxHy (Hidrocarboneto)|Metil|Sim |3-Metil-oct-2-eno/2-Metil-oct-1-eno
8|en e aberta|C=O (Aldeído/Cetona)|Metil|Sim |2-metiloct-2-enal/3-metiloct-2-enal/2-metiloct-1-en-3-ona/3-metiloct-2-en-4-ona
8|en e aberta|-OH (Álcool/Enol/Fenol)|Metil|Sim |Etoxi 2-metil-hex-eno/metoxi 3-metil-hept-2-eno/ propoxi 3-metilpent-2-eno
8|en e aberta|-O- (Éter)|Metil|Sim |3-Metil-oct-1-en-4-ol/3-Metil-oct-1-en-4-en-ol/2-metiloct-1-en-2-ol
8|en e aberta|-COO- (Ácido Carboxílico/Éster)|Metil|Sim |Ácido 2-metilciclooct-3-enoico/Ácido 2-metilciclooct-4-enoico/Ácido 2-metilciclooct-5-enoico/2-metilpent-3-enoato de propila
8|en e aberta|N (Amina/Amida)|Metil|Sim |2-metil-oct-1-enamina/3-Metil-oct-1-en-4-amina/6-metil-oct-1-en-4-amina/3-Metil-oct-1-en-4-namida
8|en e fechada |CxHy (Hidrocarboneto)|Metil|Sim |2-metilciclo-octeno/3-metilciclo-octeno/4-metilciclo-octeno
8|en e fechada |C=O (Aldeído/Cetona)|Metil|Sim |2-metilciclo-octenona/3-metilciclo-octenona/4-metilciclo-octenona
8|en e fechada |-OH (Álcool/Enol/Fenol)|Metil|Não |Não definido
8|en e fechada |-O- (Éter)|Metil|Sim |2-metilciclo-octenol/3-metilciclo-oct-3-enol/4-metilciclo-oct-2-enol
8|en e fechada |-COO- (Ácido Carboxílico/Éster)|Metil|Sim |Ácido 6-metilciclo-oct-4-enoico
8|en e fechada |N (Amina/Amida)|Metil|Sim |3-metilciclo-oct-2-enamida/6-metilciclo-oct-2-enamina/4-metilciclo-oct-3-enamina/
8|in e aberta|CxHy (Hidrocarboneto)|Metil|Sim |3-Metil-oct-1-ino/6-Metil-oct-4-ino
8|in e aberta|C=O (Aldeído/Cetona)|Metil|Sim |3-Metil-oct-1-in-5-ona/3-Metil-oct-1-in-6-ona/3-Metil-oct-7-inal
8|in e aberta|-OH (Álcool/Enol/Fenol)|Metil|Não |Não definido
8|in e aberta|-O- (Éter)|Metil|Sim |3-Metil-oct-1-in-3-ol/6-Metil-oct-4-in-3-ol
8|in e aberta|-COO- (Ácido Carboxílico/Éster)|Metil|Sim |Ácido 3-metil-oct-7-in-1-oico
8|in e aberta|N (Amina/Amida)|Metil|Não |Não definido
8|in e fechada |CxHy (Hidrocarboneto)|Metil|Não |Não definido
8|in e fechada |C=O (Aldeído/Cetona)|Metil|Não |Não definido
8|in e fechada |-OH (Álcool/Enol/Fenol)|Metil|Não |Não definido
8|in e fechada |-O- (Éter)|Metil|Não |Não definido
8|in e fechada |-COO- (Ácido Carboxílico/Éster)|Metil|Não |Não definido
8|in e fechada |N (Amina/Amida)|Metil|Não |Não definido
9|an e aberta|CxHy (Hidrocarboneto)|Metil|Sim |2-metilnonano/3-metilnonano/4-metilnonano/5-metilnonano
9|an e aberta|C=O (Aldeído/Cetona)|Metil|Sim |2-metilnonanal/3-metilnonanal/4-metilnonanal/5-metilnonanal/2-metilnonan-3-ona/3-metilnonan-4-ona/4-metilnonan-3-ona/5-metilnonan-2-ona
9|an e aberta|-OH (Álcool/Enol/Fenol)|Metil|Sim |3-metil-propoxi hexano/propoxi 3-metil-hexano/
9|an e aberta|-O- (Éter)|Metil|Sim |3-metilnonan-1-ol/4-metilnonan-2-ol/2-metilnonan-1-ol/3-metilnonan-3-ol/
9|an e aberta|-COO- (Ácido Carboxílico/Éster)|Metil|Sim |Ácido 2-metilnonanoico/ácido 2-metilnonanoico/3-metilhexanoato de propila/2-metilpentanoato de butila ...
